date, pm25
2020/8/29, 85
2020/8/30, 93
2020/8/31, 55
2020/9/1, 55
2020/9/2, 69
2020/9/3, 55
2020/9/4, 106
2020/9/5, 173
2020/9/6, 123
2020/9/7, 145
2020/9/8, 146
2020/9/9, 142
2020/9/10, 143
2020/9/11, 129
2020/9/12, 127
2020/9/13, 141
2020/9/14, 146
2020/9/15, 137
2020/9/16, 141
2020/9/17, 133
2020/9/18, 152
2020/9/19, 143
2020/9/20, 142
2020/9/21, 145
2020/9/22, 162
2020/9/23, 165
2020/9/24, 167
2020/9/25, 150
2020/9/26, 150
2020/9/27, 161
2020/9/28, 184
2020/9/29, 172
2020/9/30, 148
2020/4/1, 73
2020/4/2, 54
2020/4/3, 96
2020/4/4, 108
2020/4/5, 126
2020/4/6, 58
2020/4/7, 68
2020/4/8, 70
2020/4/9, 120
2020/4/10, 87
2020/4/11, 88
2020/4/12, 111
2020/4/13, 144
2020/4/14, 129
2020/4/15, 137
2020/4/16, 106
2020/4/17, 101
2020/4/18, 56
2020/4/19, 78
2020/4/20, 94
2020/4/21, 83
2020/4/22, 153
2020/4/23, 121
2020/4/24, 136
2020/4/25, 118
2020/4/26, 120
2020/4/27, 64
2020/4/28, 93
2020/4/29, 120
2020/4/30, 122
2020/5/1, 159
2020/5/2, 119
2020/5/3, 132
2020/5/4, 119
2020/5/5, 116
2020/5/6, 178
2020/5/7, 118
2020/5/8, 146
2020/5/9, 134
2020/5/10, 166
2020/5/11, 117
2020/5/12, 156
2020/5/13, 114
2020/5/14, 121
2020/5/15, 132
2020/5/16, 188
2020/5/17, 129
2020/5/18, 131
2020/5/19, 199
2020/5/20, 120
2020/5/21, 142
2020/5/22, 161
2020/5/23, 135
2020/5/24, 102
2020/5/25, 119
2020/5/26, 135
2020/5/27, 103
2020/5/28, 103
2020/5/29, 100
2020/5/30, 104
2020/5/31, 99
2020/6/1, 92
2020/6/2, 111
2020/6/3, 125
2020/6/4, 120
2020/6/5, 105
2020/6/6, 93
2020/6/7, 167
2020/6/8, 159
2020/6/9, 168
2020/6/10, 162
2020/6/11, 172
2020/6/12, 148
2020/6/13, 139
2020/6/14, 144
2020/6/15, 158
2020/6/16, 154
2020/6/17, 157
2020/6/18, 153
2020/6/19, 139
2020/6/20, 153
2020/6/21, 151
2020/6/22, 112
2020/6/23, 138
2020/6/24, 123
2020/6/25, 111
2020/6/26, 119
2020/6/27, 146
2020/6/28, 145
2020/6/29, 88
2020/6/30, 148
2020/1/1, 355
2020/1/2, 375
2020/1/3, 311
2020/1/4, 370
2020/1/5, 246
2020/1/6, 189
2020/1/7, 238
2020/1/8, 199
2020/1/9, 199
2020/1/10, 216
2020/1/11, 225
2020/1/12, 206
2020/1/13, 164
2020/1/14, 183
2020/1/15, 205
2020/1/16, 250
2020/1/17, 334
2020/1/18, 337
2020/1/19, 327
2020/1/20, 224
2020/1/21, 173
2020/1/22, 173
2020/1/23, 187
2020/1/24, 202
2020/1/25, 237
2020/1/26, 291
2020/1/27, 278
2020/1/28, 205
2020/1/29, 183
2020/1/30, 226
2020/1/31, 113
2020/2/1, 34
2020/2/2, 33
2020/2/3, 33
2020/2/4, 38
2020/2/5, 33
2020/2/6, 33
2020/2/7, 33
2020/2/8, 34
2020/2/9, 31
2020/2/10, 34
2020/2/11, 116
2020/2/12, 186
2020/2/13, 181
2020/2/14, 138
2020/2/15, 158
2020/2/16, 180
2020/2/17, 203
2020/2/18, 199
2020/2/19, 185
2020/2/20, 173
2020/2/21, 110
2020/2/22, 200
2020/2/23, 194
2020/2/24, 224
2020/2/25, 209
2020/2/26, 222
2020/2/27, 195
2020/2/28, 198
2020/2/29, 111
2020/3/1, 164
2020/3/2, 171
2020/3/3, 161
2020/3/4, 228
2020/3/5, 111
2020/3/6, 89
2020/3/7, 73
2020/3/8, 119
2020/3/9, 101
2020/3/10, 180
2020/3/11, 143
2020/3/12, 69
2020/3/13, 91
2020/3/14, 147
2020/3/15, 174
2020/3/16, 170
2020/3/17, 166
2020/3/18, 168
2020/3/19, 195
2020/3/20, 217
2020/3/21, 151
2020/3/22, 215
2020/3/23, 130
2020/3/24, 122
2020/3/25, 88
2020/3/26, 97
2020/3/27, 51
2020/3/28, 62
2020/3/29, 98
2020/3/30, 101
2020/3/31, 100
2019/10/1, 142
2019/10/2, 162
2019/10/3, 163
2019/10/4, 185
2019/10/7, 144
2019/10/8, 155
2019/10/9, 185
2019/10/10, 184
2019/10/11, 224
2019/10/12, 192
2019/10/13, 200
2019/10/14, 200
2019/10/15, 188
2019/10/16, 223
2019/10/17, 246
2019/10/18, 156
2019/10/19, 163
2019/10/20, 165
2019/10/21, 187
2019/10/22, 193
2019/10/23, 213
2019/10/24, 237
2019/10/25, 253
2019/10/26, 294
2019/10/27, 265
2019/10/28, 297
2019/10/29, 315
2019/10/30, 374
2019/10/31, 338
2019/11/1, 402
2019/11/2, 288
2019/11/3, 255
2019/11/4, 248
2019/11/5, 204
2019/11/6, 266
2019/11/7, 136
2019/11/8, 165
2019/11/9, 200
2019/11/10, 182
2019/11/11, 207
2019/11/12, 272
2019/11/13, 370
2019/11/14, 369
2019/11/15, 286
2019/11/16, 259
2019/11/17, 188
2019/11/18, 214
2019/11/19, 299
2019/11/20, 310
2019/11/21, 451
2019/11/22, 319
2019/11/23, 181
2019/11/24, 186
2019/11/25, 236
2019/11/26, 333
2019/11/27, 186
2019/11/28, 227
2019/11/29, 221
2019/11/30, 200
2019/12/1, 254
2019/12/2, 273
2019/12/3, 276
2019/12/4, 324
2019/12/5, 333
2019/12/6, 370
2019/12/7, 317
2019/12/8, 369
2019/12/9, 337
2019/12/10, 478
2019/12/11, 380
2019/12/12, 281
2019/12/13, 171
2019/12/14, 224
2019/12/15, 192
2019/12/16, 189
2019/12/17, 260
2019/12/18, 294
2019/12/19, 236
2019/12/20, 417
2019/12/21, 305
2019/12/22, 276
2019/12/23, 313
2019/12/24, 280
2019/12/25, 282
2019/12/26, 296
2019/12/27, 315
2019/12/28, 330
2019/12/29, 312
2019/7/1, 152
2019/7/2, 156
2019/7/3, 158
2019/7/4, 154
2019/7/5, 124
2019/7/6, 141
2019/7/7, 149
2019/7/8, 155
2019/7/9, 127
2019/7/10, 153
2019/7/11, 139
2019/7/12, 171
2019/7/13, 139
2019/7/14, 89
2019/7/15, 137
2019/7/16, 119
2019/7/17, 103
2019/7/18, 119
2019/7/19, 133
2019/7/20, 136
2019/7/21, 135
2019/7/22, 156
2019/7/23, 164
2019/7/24, 156
2019/7/25, 105
2019/7/26, 103
2019/7/27, 108
2019/7/28, 123
2019/7/29, 123
2019/7/30, 125
2019/7/31, 106
2019/8/1, 116
2019/8/2, 78
2019/8/3, 101
2019/8/4, 113
2019/8/5, 105
2019/8/6, 141
2019/8/7, 114
2019/8/8, 164
2019/8/9, 154
2019/8/10, 143
2019/8/11, 104
2019/8/12, 112
2019/8/13, 104
2019/8/14, 123
2019/8/15, 113
2019/8/16, 98
2019/8/17, 85
2019/8/18, 119
2019/8/19, 98
2019/8/20, 133
2019/8/21, 142
2019/8/22, 129
2019/8/23, 131
2019/8/24, 157
2019/8/25, 144
2019/8/26, 115
2019/8/27, 160
2019/8/28, 198
2019/8/29, 160
2019/8/30, 143
2019/8/31, 174
2019/9/1, 146
2019/9/2, 148
2019/9/3, 166
2019/9/4, 167
2019/9/5, 101
2019/9/6, 136
2019/9/7, 133
2019/9/8, 163
2019/9/9, 155
2019/9/10, 151
2019/9/11, 155
2019/9/12, 162
2019/9/13, 157
2019/9/14, 159
2019/9/15, 158
2019/9/16, 145
2019/9/17, 136
2019/9/18, 159
2019/9/19, 133
2019/9/20, 128
2019/9/21, 183
2019/9/22, 155
2019/9/23, 130
2019/9/24, 133
2019/9/25, 150
2019/9/26, 161
2019/9/27, 156
2019/9/28, 116
2019/9/29, 93
2019/9/30, 183
2019/5/9, 231
2019/5/10, 171
2019/5/11, 209
2019/5/12, 188
2019/5/13, 194
2019/5/14, 145
2019/5/15, 182
2019/5/16, 173
2019/5/17, 177
2019/5/18, 156
2019/5/19, 184
2019/5/20, 167
2019/5/21, 171
2019/5/22, 231
2019/5/23, 139
2019/5/24, 141
2019/5/25, 129
2019/5/26, 157
2019/5/27, 161
2019/5/28, 179
2019/5/29, 198
2019/5/30, 249
2019/5/31, 185
2019/6/1, 222
2019/6/2, 170
2019/6/3, 223
2019/6/4, 153
2019/6/5, 157
2019/6/6, 129
2019/6/7, 149
2019/6/8, 156
2019/6/9, 160
2019/6/10, 168
2019/6/11, 171
2019/6/12, 160
2019/6/13, 142
2019/6/14, 156
2019/6/15, 188
2019/6/16, 154
2019/6/17, 153
2019/6/18, 128
2019/6/19, 169
2019/6/20, 153
2019/6/21, 188
2019/6/22, 159
2019/6/23, 160
2019/6/24, 163
2019/6/25, 176
2019/6/26, 166
2019/6/27, 135
2019/6/28, 186
2019/6/29, 151
2019/6/30, 149
